,station_name,station_no,site_name,station_latitude,station_longitude,Vert_coord_Loc,TOS_1,BOS_1,TOS_2,BOS_2,TOS_3,BOS_3,TOS_4,BOS_4,TOS_5,BOS_5,TOS_6,BOS_6,TOS_7,BOS_7,TOS_8,BOS_8,Depth_to_Bot_Perf,Depth_to_Top_Perf,Depth_Category,Subbasin_Name,GWREF_DATUM,Web_Station_Name,Well_Depth,geometry
334,Son0396,005N005W27H001M,Sonoma Creek,38.2517,-122.3944,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6448402.66001747 1853730.0285100252)
0,UPC17-0011_1,UPC17-0011_1,PRMD,38.25518765,-122.397064,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,0.0,,,POINT (6447643.168164977 1855003.4910986824)
5,PLP02-0085_1,PLP02-0085_1,PRMD,38.24280708,-122.5078316,,,,,,,,,,,,,,,,,,,,Other,,227.36,,,POINT (6415809.5416582385 1850653.003757799)
6,PLP02-0085_2,PLP02-0085_2,PRMD,38.24280708,-122.5078316,,,,,,,,,,,,,,,,,,,,Other,,227.36,,,POINT (6415809.5416582385 1850653.003757799)
78,Son0084,SV-K14-02,Sonoma Creek,38.28670117,-122.5053015,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,180.8,,274,POINT (6416625.1411947105 1866634.216365336)
80,Son0087,SV-K14-06,Sonoma Creek,38.28690171,-122.505282,Survey_ElevNAD88,300.0,600.0,,,,,,,,,,,,,,,300.0,600,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,182.8,,600,POINT (6416631.144678502 1866707.2173946742)
186,Son0222,381712122301901,Sonoma Creek,38.28691667,-122.5053056,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,175.0,,600,POINT (6416624.400954519 1866712.703173937)
77,Son0083,SV-K14-01,Sonoma Creek,38.28809952,-122.5063984,Survey_ElevNAD88,495.0,595.0,,,,,,,,,,,,,,,495.0,595,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,195.1,,595,POINT (6416313.130504758 1867145.2173867368)
79,Son0085,SV-K14-03,Sonoma Creek,38.28829918,-122.5046996,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,182.1,,.,POINT (6416801.1419582 1867215.2151981909)
42,Son0045,SV-H14-02,Sonoma Creek,38.28910741,-122.5425868,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Medium (200-500ft),,1104.140015,,.,POINT (6405928.160656808 1867572.244425117)
199,Son0238,381433122290401,Sonoma Creek,38.2425833,-122.4844722,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,60.0,,620,POINT (6422518.216999989 1850534.891296692)
379,Son0442,4900908-001,Sonoma Creek,38.254805,-122.486453,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6421973.136584949 1854988.811418783)
197,Son0236,381517122291101,Sonoma Creek,38.25480556,-122.4864722,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,53.0,,100,POINT (6421967.624116326 1854989.0448500302)
200,Son0239,381518122290401,Sonoma Creek,38.25513889,-122.4844444,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,47.0,,250,POINT (6422550.58403141 1855107.328333688)
89,Son0097,SV-K15-11,Sonoma Creek,38.2620815,-122.4919251,Lidar_Elev_NAVD88,120.0,240.0,260.0,380.0,440.0,540.0,,,,,,,,,,,120.0,540,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,89.58,,690,POINT (6420416.095256219 1857647.20929482)
355,Son0418,RodgersCrkCN2005,Sonoma Creek,38.26369196,-122.5034373,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6417113.788937826 1858251.7994756908)
90,Son0098,SV-K15-12,Sonoma Creek,38.26422796,-122.4959659,Lidar_Elev_NAVD88,120.0,140.0,180.0,200.0,240.0,260.0,380.0,400.0,,,,,,,,,120.0,440,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,113.74,,440,POINT (6419260.107319369 1858435.2051999383)
82,Son0089,SV-K15-01,Sonoma Creek,38.26719966,-122.4881012,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,82.9,,90,POINT (6421524.088630795 1859505.2173702717)
88,Son0096,SV-K15-10,Sonoma Creek,38.26722051,-122.5003733,Lidar_Elev_NAVD88,655.0,855.0,980.0,1080.0,,,,,,,,,,,,,655.0,1080,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,135.119995,,1080,POINT (6418000.629417707 1859531.959352421)
45,PLP07-0096_1,PLP07-0096_1,PRMD,38.243036,-122.480696,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,47.41724307083121,,,POINT (6423603.66560085 1850694.000161557)
205,Son0246,381438122283401,Sonoma Creek,38.24395278,-122.476,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,37.0,,640,POINT (6424954.162042276 1851020.778372407)
3,UPC17-0020_1,UPC17-0020_1,PRMD,38.25361182,-122.4814915,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,13.5,,,POINT (6423395.600652101 1854546.6985887573)
207,Son0249,381527122281601,Sonoma Creek,38.25775,-122.4713333,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,35.0,,140,POINT (6426320.546904943 1856038.456700997)
208,Son0250,381544122280801,Sonoma Creek,38.26238889,-122.4690278,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,38.0,,130,POINT (6426991.301826316 1857724.4206829884)
337,Son0399,005N006W24M001M,Sonoma Creek,38.2625,-122.4814,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6423439.032171785 1857783.446537603)
262,Son0315,SV-MW2-52,Sonoma Creek,38.26547376,-122.4685234,Survey_ElevNAD88,32.0,52.0,,,,,,,,,,,,,,,32.0,52,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,45.2,,52,POINT (6427141.927353522 1858847.118857779)
263,Son0316,SV-MW2-100,Sonoma Creek,38.2654824,-122.4684964,Survey_ElevNAD88,80.0,100.0,,,,,,,,,,,,,,,80.0,100,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,45.43,,100,POINT (6427149.695880063 1858850.2254289913)
266,Son0319,SV-MW2-480,Sonoma Creek,38.26548255,-122.4684952,Survey_ElevNAD88,460.0,480.0,,,,,,,,,,,,,,,460.0,480,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,45.41,,480,POINT (6427150.040708324 1858850.278281011)
265,Son0318,SV-MW2-409,Sonoma Creek,38.26548347,-122.4684961,Survey_ElevNAD88,374.0,384.0,399.0,400.0,,,,,,,,,,,,,374.0,384,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,45.42,,409,POINT (6427149.784026555 1858850.614656697)
87,Son0095,SV-K15-09,Sonoma Creek,38.26869625,-122.4924685,Lidar_Elev_NAVD88,55.0,320.0,,,,,,,,,,,,,,,55.0,320,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,94.629997,,420,POINT (6420273.127097432 1860057.0027686956)
492,Son0563,SVDMW-4-110,Sonoma Creek,38.2705528,-122.4916807,Survey_Elev_NAVD88,90.0,105.0,,,,,,,,,,,,,,,105.0,90,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,90.42,,110,POINT (6420502.971402329 1860731.8941903026)
494,Son0565,SVDMW-4-465,Sonoma Creek,38.2705528,-122.4916807,Survey_Elev_NAVD88,450.0,460.0,,,,,,,,,,,,,,,460.0,450,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,90.14,,465,POINT (6420502.971402329 1860731.8941903026)
493,Son0564,SVDMW-4-353,Sonoma Creek,38.2705528,-122.4916807,Survey_Elev_NAVD88,338.0,348.0,,,,,,,,,,,,,,,348.0,338,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,90.26,,353,POINT (6420502.971402329 1860731.8941903026)
86,Son0094,SV-K15-06,Sonoma Creek,38.27220097,-122.4975015,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,103.7,,84,POINT (6418835.0997695755 1861341.2099280786)
85,Son0093,SV-K15-05,Sonoma Creek,38.2725,-122.4936,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,94.7,,90,POINT (6419955.791481164 1861444.0068512969)
84,Son0092,SV-K15-04,Sonoma Creek,38.27310106,-122.4938016,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,94.6,,165,POINT (6419899.103468321 1861663.2139713792)
279,Son0332,SCWA_K15-2,Sonoma Creek,38.27322898,-122.5016954,Survey_ElevNAD88,255.0,355.0,,,,,,,,,,,,,,,255.0,355,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,115.6,,355,POINT (6417633.122105529 1861722.2061774742)
83,Son0091,SV-K15-03,Sonoma Creek,38.2733,-122.4975,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,102.2,,86,POINT (6418837.72269028 1861741.4502165457)
485,Son0556,FC-MW-2s,Sonoma Creek,38.286187,-122.492836,Lidar_Elev_NAVD88,12.0,17.0,,,,,,,,,,,,,,,17.0,12,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,117.0,,52.5,POINT (6420202.176807294 1866427.3217942943)
43,Son0046,SV-H14-03,Sonoma Creek,38.28650133,-122.5443787,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Medium (200-500ft),,1263.430054,,.,POINT (6405408.151250625 1866626.2482612112)
40,Son0043,SV-H13-01,Sonoma Creek,38.30031538,-122.5526061,Lidar_Elev_NAVD88,140.0,838.0,,,,,,,,,,,,,,,140.0,838,Deep(>500ft),,1452.209961,,838,POINT (6403077.195534437 1871671.2573495514)
362,Son0425,4900562-008,Sonoma Creek,38.3004,-122.5509,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6403567.000233448 1871699.09993346)
359,Son0422,4900562-001,Sonoma Creek,38.307216,-122.545633,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6405093.436775273 1874172.2017066875)
37,Son0040,SV-H12-01,Sonoma Creek,38.30743392,-122.5454543,Lidar_Elev_NAVD88,100.0,196.0,,,,,,,,,,,,,,,100.0,296,Deep(>500ft),,1085.339966,,200,POINT (6405145.191871483 1874251.2549986532)
360,Son0423,4900562-002,Sonoma Creek,38.307922,-122.546397,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6404875.751136746 1874430.6278323922)
38,Son0041,SV-H12-02,Sonoma Creek,38.30869175,-122.5477326,Lidar_Elev_NAVD88,400.0,740.0,,,,,,,,,,,,,,,400.0,740,Deep(>500ft),,1118.619995,,740,POINT (6404494.19063618 1874713.2604881062)
361,Son0424,4900562-003,Sonoma Creek,38.30966,-122.556627,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6401944.128666675 1875081.388240305)
39,Son0042,SV-H12-03,Sonoma Creek,38.31058062,-122.5581116,Lidar_Elev_NAVD88,193.0,294.0,334.0,558.0,,,,,,,,,,,,,193.0,558,Deep(>500ft),,1658.050049,,559,POINT (6401520.192785695 1875419.269603456)
349,Son0412,SV-L14-02,Sonoma Creek,38.27752,-122.47373,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6425669.8778411625 1863241.8457879089)
347,Son0409,382803N1224705W001,Sonoma Creek,38.2803,-122.4705,GIS_Elev,65.0,73.0,,,,,,,,,,,,,,,65.0,73,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,63.3175750029,,93,POINT (6426602.370240002 1864249.4486429456)
129,Son0148,SV-M14-06,Sonoma Creek,38.2810655,-122.468489,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,63.330002,,.,POINT (6427181.091053385 1864525.2472426018)
376,Son0439,4900871-001,Sonoma Creek,38.282749,-122.47416,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6425556.376989319 1865146.777808352)
206,Son0247,381657122282601,Sonoma Creek,38.2827715217806,-122.4741447965353,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,65.0,,600,POINT (6425560.784000006 1865154.9570000027)
106,Son0120,SV-L14-01,Sonoma Creek,38.2828,-122.4741,Survey_ElevNAD88,420.0,460.0,500.0,580.0,,,,,,,,,,,,,420.0,580,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,69.69,,600,POINT (6425573.697096461 1865165.2611149356)
336,Son0398,005N006W12M001M,Sonoma Creek,38.2914,-122.4814,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6423494.813378766 1868308.1999536597)
118,Son0133,SV-M13-08,Sonoma Creek,38.2921241,-122.466821,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,79.57,,,POINT (6427680.604299975 1868550.088050597)
117,Son0132,SV-M13-07,Sonoma Creek,38.29236348,-122.4667674,Lidar_Elev_NAVD88,5.0,20.0,,,,,,,,,,,,,,,5.0,20,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,78.910004,,20,POINT (6427696.436300921 1868637.1860751505)
116,Son0131,SV-M13-06,Sonoma Creek,38.29242399,-122.468429,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,80.01,,.,POINT (6427219.647054857 1868661.674405428)
41,Son0044,SV-H14-01,Sonoma Creek,38.28920883,-122.5426259,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Medium (200-500ft),,1107.969971,,.,POINT (6405917.158591101 1867609.246257493)
397,Son0460,4900973-001,Sonoma Creek,38.289722,-122.539722,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6406751.762136214 1867791.1650965337)
398,Son0461,4900973-002,Sonoma Creek,38.289944,-122.532019,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6408963.177353539 1867858.9692315033)
61,Son0064,SV-J13-01,Sonoma Creek,38.29030054,-122.5177998,Survey_ElevNAD88,40.0,60.0,,,,,,,,,,,,,,,40.0,60,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,291.3,,60,POINT (6413045.151710783 1867965.2285837422)
63,Son0066,SV-J13-03,Sonoma Creek,38.29189999,-122.5083,Survey_ElevNAD88,235.0,735.0,,,,,,,,,,,,,,,235.0,735,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,210.3,,735,POINT (6415775.058783299 1868532.3113404675)
65,Son0068,SV-J13-05,Sonoma Creek,38.29254512,-122.5070326,Survey_ElevNAD88,260.0,300.0,420.0,460.0,480.0,590.0,,,,,,,,,,,260.0,590,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,204.9,,595,POINT (6416140.133412607 1868765.2200203664)
64,Son0067,SV-J13-04,Sonoma Creek,38.29275465,-122.5102578,Lidar_Elev_NAVD88,80.0,100.0,415.0,455.0,,,,,,,,,,,,,80.0,455,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,223.389999,,455,POINT (6415214.888912973 1868846.709641191)
62,Son0065,SV-J13-02,Sonoma Creek,38.2928,-122.5069,Survey_ElevNAD88,280.0,300.0,,,,,,,,,,,,,,,280.0,300,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,202.4,,300,POINT (6416178.709313133 1868857.8291354026)
71,Son0077,SV-K13-08,Sonoma Creek,38.29309905,-122.5046986,Survey_ElevNAD88,365.0,485.0,,,,,,,,,,,,,,,365.0,485,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,184.1,,485,POINT (6416811.141957692 1868963.2180900532)
409,Son0472,4901096-001,Sonoma Creek,38.293891,-122.52054,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6412266.149031187 1869277.2870775016)
478,Son0549,SCWA_FC_MW_2s_Old,Sonoma Creek,38.286187,-122.492836,Lidar_Elev_NAVD88,12.0,17.0,,,,,,,,,,,,,,,12.0,17,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,117.0,,17,POINT (6420202.176807294 1866427.3217942943)
479,Son0550,SCWA_FC-MW-2d_Old,Sonoma Creek,38.286192,-122.49285,GIS_Elev,60.0,80.0,,,,,,,,,,,,,,,60.0,80,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,117.0,,80,POINT (6420198.168147062 1866429.1644603414)
486,Son0557,FC-MW-2d,Sonoma Creek,38.286192,-122.49285,Lidar_Elev_NAVD88,60.0,80.0,,,,,,,,,,,,,,,80.0,60,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,117.0,,52.5,POINT (6420198.168147062 1866429.1644603414)
81,Son0088,SV-K14-04,Sonoma Creek,38.28674887,-122.5006614,Survey_ElevNAD88,60.0,80.0,,,,,,,,,,,,,,,60.0,80,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,154.96,,80,POINT (6417957.1133996695 1866644.2124534354)
295,Son0348,SCWA_Fowler_Creek-1,Sonoma Creek,38.286753,-122.500699,Survey_ElevNAD88,60.0,80.0,,,,,,,,,,,,,,,60.0,80,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,154.96,,80,POINT (6417946.329137255 1866645.7759969495)
75,Son0081,SV-K13-13,Sonoma Creek,38.29002043,-122.5000659,Lidar_Elev_NAVD88,500.0,720.0,,,,,,,,,,,,,,,500.0,720,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,158.300003,,720,POINT (6418134.602921056 1867834.6998136446)
70,Son0076,SV-K13-07,Sonoma Creek,38.2931,-122.4911,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,111.2,,146,POINT (6420714.0879832525 1868942.1872862775)
67,Son0070,SV-K13-01,Sonoma Creek,38.29539221,-122.5008472,Lidar_Elev_NAVD88,30.0,210.0,,,,,,,,,,,,,,,30.0,210,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,154.960007,,210,POINT (6417921.139325511 1869792.216769261)
384,Son0447,4900915-001,Sonoma Creek,38.297778,-122.485278,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6422394.167787802 1870636.8412230266)
74,Son0080,SV-K13-12,Sonoma Creek,38.29810117,-122.4918256,Survey_ElevNAD88,40.0,50.0,,,,,,,,,,,,,,,40.0,50,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,110.7,,50,POINT (6420515.695027797 1870764.6268773891)
277,Son0330,SV-MON-674,Sonoma Creek,38.299316,-122.493569,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,118.3,,674,POINT (6420017.759337835 1871209.751240477)
278,Son0331,SV-MON-92,Sonoma Creek,38.299317,-122.493571,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,118.3,,92,POINT (6420017.187344944 1871210.1185329794)
276,Son0329,SV-MON-563,Sonoma Creek,38.299318,-122.49357,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,118.3,,563,POINT (6420017.476309843 1871210.4811529655)
306,Son0363,381758122293701,Sonoma Creek,38.29944444,-122.493611,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,115.0,,92,POINT (6420005.960128542 1871256.5916155453)
307,Son0364,381758122293702,Sonoma Creek,38.29944444,-122.493611,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,115.0,,562,POINT (6420005.960128542 1871256.5916155453)
308,Son0365,381758122293703,Sonoma Creek,38.29944444,-122.493611,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,115.0,,674,POINT (6420005.960128542 1871256.5916155453)
477,Son0548,4910013-022,Sonoma Creek,38.300654,-122.487065,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6421886.92913214 1871686.9576721205)
292,Son0345,SCWA_CYMW-1b,Sonoma Creek,38.301052,-122.48696,Survey_ElevNAD88,580.0,660.0,,,,,,,,,,,,,,,580.0,660,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,99.92,,665,POINT (6421917.839177409 1871831.7389947406)
291,Son0344,SCWA_CYMW-1a,Sonoma Creek,38.301052,-122.48696,Survey_ElevNAD88,110.0,130.0,,,,,,,,,,,,,,,110.0,130,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,99.92,,135,POINT (6421917.839177409 1871831.7389947406)
76,Son0082,SV-K13-14,Sonoma Creek,38.301442,-122.500267,Lidar_Elev_NAVD88,240.0,300.0,320.0,360.0,,,,,,,,,,,,,240.0,360,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,142.15,,360,POINT (6418099.792404557 1871994.4957554208)
286,Son0339,SCWA_Verano_St_Piezo,Sonoma Creek,38.30156053,-122.4816909,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,99.476,,50,POINT (6423430.943001401 1872008.8816274772)
281,Son0334,SV-MON-1D,Sonoma Creek,38.301748,-122.465994,Lidar_Elev_NAVD88,95.0,125.0,,,,,,,,,,,,,,,95.0,125,Shallow (0-200ft),,106.059998,,127,POINT (6427935.946554248 1872053.6846344285)
280,Son0333,SV-MON-1S,Sonoma Creek,38.301795,-122.465983,Lidar_Elev_NAVD88,55.0,75.0,,,,,,,,,,,,,,,55.0,75,Shallow (0-200ft),,106.440002,,76,POINT (6427939.191106774 1872070.7848267257)
101,Son0111,SV-L13-01,Sonoma Creek,38.30249976,-122.4785987,Survey_ElevNAD88,445.0,545.0,,,,,,,,,,,,,,,445.0,545,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,121.7,,555,POINT (6424320.13604327 1872346.2434019158)
203,Son0243,381809122284301,Sonoma Creek,38.3025833,-122.4786667,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,118.0,,555,POINT (6424300.782179334 1872376.76950789)
272,Son0325,SCWA_Agua-Caliente-1,Sonoma Creek,38.30365994,-122.4813064,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,105.613,,,POINT (6423545.337077673 1872772.8556896283)
456,Son0519,4910013-002,Sonoma Creek,38.304075,-122.46649,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6427797.958386687 1872901.8564611669)
115,Son0130,SV-M13-05,Sonoma Creek,38.30408005,-122.4664993,Survey_ElevNGVD29,140.0,440.0,,,,,,,,,,,,,,,140.0,440,Medium (200-500ft),,125.0,,460,POINT (6427795.29903622 1872903.7092485384)
273,Son0326,SCWA_Agua-Caliente-2,Sonoma Creek,38.30441228,-122.4819793,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,102.213,,,POINT (6423353.689707293 1873047.8637262385)
368,Son0431,4900803-001,Sonoma Creek,38.308058,-122.476735,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6424865.592575347 1874367.6214780014)
432,Son0495,4901273-001,Sonoma Creek,38.248162,-122.444267,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6434075.646990239 1852507.5815458985)
345,Son0407,382493N1224484W001,Sonoma Creek,38.2493,-122.4484,GIS_Elev,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,19.3435648227,,80,POINT (6432890.727947404 1852927.8423669587)
231,Son0279,381509122264801,Sonoma Creek,38.2524972,-122.4466528,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,20.0,,104,POINT (6433398.226642602 1854089.7286167697)
441,Son0504,4901366-001,Sonoma Creek,38.253468,-122.436715,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6436253.8102333415 1854429.4157347893)
472,Son0538,4901366-004,Sonoma Creek,38.2535,-122.4356,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6436574.0615600245 1854439.5340666922)
15,WRM23-0005_1,WRM23-0005_1,PRMD,38.25365,-122.4376,,,,,,,,,,,,,,,,,,435.0,240.0,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,24.05226935322004,,440.0,POINT (6435999.983393779 1854496.9179600691)
105,PLP15-0012_1,PLP15-0012_1,PRMD,38.255219,-122.43539,,,,,,,,,,,,,,,,,,340.0,160.0,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,19.713161215852324,,340.0,POINT (6436637.368014127 1855065.2704820263)
269,Son0322,SV-MW1-233,Sonoma Creek,38.25535602,-122.4422011,Survey_ElevNAD88,223.0,233.0,,,,,,,,,,,,,,,223.0,233,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,22.83,,233,POINT (6434681.710020794 1855124.606242792)
271,Son0324,SV-MW1-455,Sonoma Creek,38.25535659,-122.4422021,Survey_ElevNAD88,440.0,455.0,,,,,,,,,,,,,,,440.0,455,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,22.83,,455,POINT (6434681.423868212 1855124.815221342)
