,station_name,station_no,site_name,station_latitude,station_longitude,Vert_coord_Loc,TOS_1,BOS_1,TOS_2,BOS_2,TOS_3,BOS_3,TOS_4,BOS_4,TOS_5,BOS_5,TOS_6,BOS_6,TOS_7,BOS_7,TOS_8,BOS_8,Depth_to_Bot_Perf,Depth_to_Top_Perf,Depth_Category,Subbasin_Name,GWREF_DATUM,Web_Station_Name,Well_Depth,geometry
105,Son0115,SV-L13-05,Sonoma Creek,38.29357524,-122.4697236,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,89.4,,.,POINT (6426850.246888425 1869082.8508858902)
287,Son0340,SCWA_Napa_St_Piezo,Sonoma Creek,38.29371669,-122.4755064,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,84.923,,50,POINT (6425190.799101939 1869142.9886252533)
335,Son0397,005N006W12F001M,Sonoma Creek,38.295,-122.4768,,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,,,160,POINT (6424821.977950493 1869612.2856413939)
104,Son0114,SV-L13-04,Sonoma Creek,38.2980288,-122.4759168,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,104.6,,30,POINT (6425081.238859427 1870713.9800927204)
375,Son0438,4900845-001,Sonoma Creek,38.298106,-122.477543,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6424614.681292083 1870744.5410051483)
452,Son0515,4910012-005,Sonoma Creek,38.298208,-122.473627,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6425738.7320849495 1870775.8102663427)
102,Son0112,SV-L13-02,Sonoma Creek,38.29820918,-122.4736326,Survey_ElevNGVD29,530.0,730.0,,,,,,,,,,,,,,,530.0,730,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,95.0,,730,POINT (6425737.127177763 1870776.2483658441)
103,Son0113,SV-L13-03,Sonoma Creek,38.29905685,-122.4764502,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,109.220001,,.,POINT (6424930.1215202045 1871089.1746548414)
283,Son0336,SV-MON-3S,Sonoma Creek,38.300478,-122.466638,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),,101.470001,,50,POINT (6427748.757542314 1871592.126141935)
282,Son0335,SV-MON-2S,Sonoma Creek,38.300818,-122.464464,Lidar_Elev_NAVD88,38.0,58.0,,,,,,,,,,,,,,,38.0,58,Shallow (0-200ft),,111.75,,60,POINT (6428373.288980339 1871712.7530705198)
142,Son0166,SV-N13-01,Sonoma Creek,38.29279398,-122.4397238,Lidar_Elev_NAVD88,220.0,320.0,,,,,,,,,,,,,,,220.0,320,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,112.360001,,320,POINT (6435459.100189051 1868755.2845028825)
144,Son0168,SV-N13-04,Sonoma Creek,38.29440349,-122.4485838,Lidar_Elev_NAVD88,5.0,15.0,,,,,,,,,,,,,,,5.0,15,Shallow (0-200ft),,101.32,,15,POINT (6432919.060564595 1869353.8515112777)
148,Son0172,SV-N13-09,Sonoma Creek,38.29586411,-122.4345996,Lidar_Elev_NAVD88,200.0,660.0,,,,,,,,,,,,,,,200.0,660,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,132.64,,660,POINT (6436935.161574284 1869866.291916982)
146,Son0170,SV-N13-07,Sonoma Creek,38.29739001,-122.45085,Lidar_Elev_NAVD88,165.0,480.0,,,,,,,,,,,,,,,165.0,480,Medium (200-500ft),,194.940002,,480,POINT (6432274.045118172 1870444.693726294)
147,Son0171,SV-N13-08,Sonoma Creek,38.29752103,-122.436481,Lidar_Elev_NAVD88,140.0,440.0,,,,,,,,,,,,,,,140.0,440,Medium (200-500ft),,135.369995,,440,POINT (6436398.097917796 1870472.2925314112)
145,Son0169,SV-N13-06,Sonoma Creek,38.29843916,-122.4490933,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,160.0,265,Medium (200-500ft),,159.720001,,500,POINT (6432780.0971539 1870824.2772486876)
389,Son0452,4900925-001,Sonoma Creek,38.298443,-122.449082,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6432783.347056746 1870825.6596811076)
227,Son0275,381754122265601,Sonoma Creek,38.29844642191279,-122.4490947956234,,,,,,,,,,,,,,,,,,,,,placeholder,140.0,,500,POINT (6432779.6809999915 1870826.9240000038)
403,Son0466,4901029-001,Sonoma Creek,38.3,-122.436667,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6436349.05688961 1871375.33669305)
446,Son0509,4901396-001,Sonoma Creek,38.302477,-122.441343,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6435011.502266501 1872283.8839493468)
113,Son0128,SV-M13-03,Sonoma Creek,38.29586485,-122.453659,Survey_ElevNGVD29,100.0,395.0,,,,,,,,,,,,,,,100.0,395,Medium (200-500ft),,98.0,,405,POINT (6431465.10399904 1869893.2720918227)
111,Son0126,SV-M13-01,Sonoma Creek,38.29586009,-122.4576415,Survey_ElevNGVD29,200.0,405.0,,,,,,,,,,,,,,,200.0,405,Medium (200-500ft),,95.0,,405,POINT (6430322.1161674615 1869897.2647533137)
224,Son0269,381745122271301,Sonoma Creek,38.29587978007932,-122.4536531991523,,,,,,,,,,,,,,,,,,,,,placeholder,98.0,,395,POINT (6431466.795999999 1869898.7009999887)
217,Son0260,381745122272701,Sonoma Creek,38.29591590213952,-122.4576198086287,,,,,,,,,,,,,,,,,,,,,placeholder,95.0,,,POINT (6430328.444000004 1869917.5590000008)
348,Son0411,CitySon_well8,Sonoma Creek,38.29919,-122.46012,.,,,,,,,,,,,,,,,,,,,Other,,116.0,,,POINT (6429616.928659834 1871113.5344058278)
454,Son0517,4910012-023,Sonoma Creek,38.299191,-122.460069,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6429631.566840885 1871113.8245423313)
453,Son0516,4910012-006,Sonoma Creek,38.299246,-122.456431,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6430675.726251253 1871128.593897416)
487,Son0558,VallejoHouse,Sonoma Creek,38.2994,-122.4622,,,,,,,,,,,,,,,,,,,,,,,,,POINT (6429020.3849092545 1871193.0385529052)
114,Son0129,SV-M13-04,Sonoma Creek,38.29943358,-122.4573751,Survey_ElevNGVD29,140.0,236.0,,,,,,,,,,,,,,,140.0,236,Medium (200-500ft),,120.0,,250,POINT (6430405.125973642 1871198.2675766482)
293,Son0346,SCWA_TW_6a,Sonoma Creek,38.29943358,-122.4573751,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Other,,123.959999,,,POINT (6430405.125973642 1871198.2675766482)
165,Son0192,SV-P13-01,Sonoma Creek,38.29894101,-122.4061793,Lidar_Elev_NAVD88,600.0,800.0,,,,,,,,,,,,,,,600.0,800,Deep(>500ft),,650.070007,,800,POINT (6445096.824645028 1870949.1362611987)
445,Son0508,4901393-001,Sonoma Creek,38.299386,-122.42211,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6440525.647036558 1871132.0088072824)
399,Son0462,4900986-001,Sonoma Creek,38.302476,-122.425126,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6439665.361462732 1872261.3525171997)
371,Son0434,4900843-001,Sonoma Creek,38.311667,-122.421667,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6440673.543112878 1875603.8984826296)
159,Son0186,SV-O12-01,Sonoma Creek,38.31580968,-122.4289214,Lidar_Elev_NAVD88,100.0,350.0,,,,,,,,,,,,,,,100.0,350,Medium (200-500ft),,730.710022,,350,POINT (6438599.107688762 1877122.306259243)
160,Son0187,SV-O12-02,Sonoma Creek,38.31777725,-122.4299962,Lidar_Elev_NAVD88,400.0,580.0,,,,,,,,,,,,,,,400.0,580,Deep(>500ft),,772.460022,,603,POINT (6438294.1171375895 1877840.308741704)
374,Son0437,4900843-004,Sonoma Creek,38.318985,-122.417678,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6441830.390888873 1878263.6764145275)
476,Son0546,4900843-007,Sonoma Creek,38.319564,-122.417016,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6442021.292122104 1878473.6642955944)
373,Son0436,4900843-003,Sonoma Creek,38.319908,-122.423631,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6440123.994119416 1878607.7120758912)
157,Son0184,SV-O11-02,Sonoma Creek,38.32020685,-122.4234581,Lidar_Elev_NAVD88,330.0,560.0,,,,,,,,,,,,,,,330.0,560,Deep(>500ft),,1173.849976,,570,POINT (6440174.107245693 1878716.3157966216)
141,Son0165,SV-N12-02,Sonoma Creek,38.3127016,-122.4433695,Lidar_Elev_NAVD88,160.0,280.0,300.0,535.0,,,,,,,,,,,,,160.0,535,Other,,334.23999,,540,POINT (6434448.124154611 1876010.2899310214)
140,Son0164,SV-N12-01,Sonoma Creek,38.3127016,-122.4433695,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Medium (200-500ft),,334.23999,,300,POINT (6434448.124154611 1876010.2899310214)
372,Son0435,4900843-002,Sonoma Creek,38.321382,-122.421346,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6440782.060659867 1879141.4659355762)
156,Son0183,SV-O11-01,Sonoma Creek,38.32155161,-122.4214096,Lidar_Elev_NAVD88,124.0,550.0,,,,,,,,,,,,,,,124.0,550,Deep(>500ft),,1217.819946,,550,POINT (6440764.10046106 1879203.3187680163)
158,Son0185,SV-O11-03,Sonoma Creek,38.32336722,-122.4182379,Lidar_Elev_NAVD88,500.0,795.0,,,,,,,,,,,,,,,500.0,795,Medium (200-500ft),,1187.369995,,795,POINT (6441677.098789269 1879860.3247520307)
309,Son0366,381801122274201,Sonoma Creek,38.30027778,-122.461861,,,,,,,,,,,,,,,,,,,,,,,,,POINT (6429119.29863302 1871512.2126044126)
22,UPC18-0056_1,UPC18-0056_1,PRMD,38.37716971,-122.4567626,,,,,,,,,,,,,,,,,,,,Other,,0.0,,,POINT (6430723.262443174 1899507.127500733)
189,Son0225,381805122295901,Sonoma Creek,38.3014722,-122.4999167,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,142.0,,360,POINT (6418200.38104512 1872004.9406003193)
73,Son0079,SV-K13-10,Sonoma Creek,38.30224603,-122.4951211,Survey_ElevNGVD29,60.0,350.0,,,,,,,,,,,,,,,60.0,350,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,118.0,,425,POINT (6419578.14516383 1872279.2232321166)
192,Son0228,381808122293801,Sonoma Creek,38.30237990104253,-122.4940061052659,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,118.0,,360,POINT (6419898.385000009 1872326.236000001)
68,Son0074,SV-K13-05,Sonoma Creek,38.3024989,-122.4924989,Survey_ElevNAD88,25.0,404.0,,,,,,,,,,,,,,,25.0,404,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,118.3,,404,POINT (6420331.14817087 1872367.2268610336)
193,Son0231,381809122293301,Sonoma Creek,38.3026111,-122.4925833,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,111.0,,,POINT (6420307.1492305845 1872408.2187433392)
72,Son0078,SV-K13-09,Sonoma Creek,38.30369388,-122.4983965,Survey_ElevNAD88,150.0,167.0,,,,,,,,,,,,,,,167.0,150,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,134.488,,171,POINT (6418641.0834129285 1872811.6315815907)
69,Son0075,SV-K13-06,Sonoma Creek,38.3042,-122.4986,Survey_ElevNAD88,20.0,620.0,,,,,,,,,,,,,,,20.0,620,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,137.1,,620,POINT (6418583.697176151 1872996.2690857744)
195,Son0233,381819122291401,Sonoma Creek,38.30549167,-122.4874667,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,102.0,,815,POINT (6421781.104130906 1873449.3460452338)
274,Son0327,SCWA_W-Thompson,Sonoma Creek,38.30874934,-122.4831921,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,107.860001,,,POINT (6423014.060061692 1874629.170320262)
385,Son0448,4900918-001,Sonoma Creek,38.311982,-122.483179,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6423024.081643685 1875806.4122374163)
49,Son0052,SV-I13-01,Sonoma Creek,38.29630608,-122.5387319,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Medium (200-500ft),,869.450012,,.,POINT (6407050.165177902 1870187.246152877)
174,Son0202,381749122323201,Sonoma Creek,38.29694444,-122.5422778,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,,968.0,,,POINT (6406033.890426716 1870425.7772854585)
183,Son0218,381834122305401,Sonoma Creek,38.3094722,-122.515,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,690.0,790,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,277.0,,790,POINT (6413888.341251441 1874942.5378426255)
48,Son0051,SV-I12-01,Sonoma Creek,38.30973369,-122.536958,Lidar_Elev_NAVD88,205.0,565.0,,,,,,,,,,,,,,,205.0,565,Deep(>500ft),,1020.77002,,565,POINT (6407588.176537854 1875074.2507373095)
60,Son0063,SV-J12-06,Sonoma Creek,38.31005736,-122.5099641,Lidar_Elev_NAVD88,277.0,584.0,,,,,,,,,,,,,,,277.0,584,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,239.0,,590,POINT (6415334.562830126 1875147.486773449)
59,Son0062,SV-J12-05,Sonoma Creek,38.31509876,-122.5125514,Lidar_Elev_NAVD88,195.0,400.0,,,,,,,,,,,,,,,195.0,400,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,278.070007,,400,POINT (6414602.516975313 1876987.6261808143)
473,Son0541,4901287-001,Sonoma Creek,38.3232,-122.5252,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6410990.412991273 1879958.6371076584)
378,Son0441,4900901-006,Sonoma Creek,38.324852,-122.528851,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6409946.482235576 1880566.3333396495)
178,Son0212,381938122312801,Sonoma Creek,38.32730556,-122.5244722,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,542.0,542,Other,,459.0,,542,POINT (6411207.844377206 1881452.5780025877)
185,Son0221,381951122302101,Sonoma Creek,38.331,-122.5058889,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,201.0,,755,POINT (6416546.389976381 1882767.7703740394)
100,Son0108,SV-L12-05,Sonoma Creek,38.30982949,-122.4772863,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,144.889999,,.,POINT (6424710.786401265 1875013.5881953542)
99,Son0107,SV-L12-04,Sonoma Creek,38.30993228,-122.4800475,Survey_ElevNAD88,10.0,25.0,,,,,,,,,,,,,,,10.0,25,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,138.2,,.,POINT (6423918.674464346 1875055.1920472782)
98,Son0106,SV-L12-02,Sonoma Creek,38.31335942,-122.4700246,Lidar_Elev_NAVD88,308.0,388.0,,,,,,,,,,,,,,,308.0,388,Medium (200-500ft),,182.289993,,388,POINT (6426801.140421139 1876288.2580453872)
109,Son0124,SV-M12-01,Sonoma Creek,38.31451301,-122.4685998,Lidar_Elev_NAVD88,134.0,140.0,,,,,,,,,,,,,,,134.0,140,Shallow (0-200ft),,184.089996,,146,POINT (6427212.125624165 1876706.260177381)
364,Son0427,4900563-002,Sonoma Creek,38.314975,-122.467766,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6427452.230443776 1876873.275070167)
97,Son0105,SV-L12-01,Sonoma Creek,38.31579966,-122.4755997,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),,190.0,,.,POINT (6425206.130549789 1877185.2547989897)
363,Son0426,4900563-001,Sonoma Creek,38.316068,-122.466115,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6427927.983841684 1877268.8891930147)
110,Son0125,SV-M12-03,Sonoma Creek,38.31673015,-122.465596,Lidar_Elev_NAVD88,170.0,250.0,,,,,,,,,,,,,,,170.0,250,Medium (200-500ft),,224.75,,250,POINT (6428078.130955385 1877509.266692158)
211,Son0254,381906122274901,Sonoma Creek,38.31838889,-122.4637222,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,,300.0,,250,POINT (6428618.839134533 1878110.5960593338)
365,Son0428,4900563-003,Sonoma Creek,38.318449,-122.463482,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6428687.866593944 1878132.1354888182)
201,Son0240,381849122285901,Sonoma Creek,38.3136111,-122.4830556,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,,105.0,,,POINT (6423062.644670508 1876399.505551198)
66,Son0069,SV-K11-01,Sonoma Creek,38.31940014,-122.5013986,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,158.4,,68,POINT (6417811.151521105 1878536.2290857618)
194,Son0232,381916122292201,Sonoma Creek,38.3211361,-122.4895556,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,115.0,,,POINT (6421212.37862314 1879149.9114506508)
316,Son0378,Son0378,Sonoma Creek,38.322117,-122.489026,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6421366.243332429 1879506.3152936858)
353,Son0416,SV-K11-02,Sonoma Creek,38.3229798,-122.494724,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6419733.23001818 1879829.3685882532)
482,Son0553,SV-K11-02_StLeos,Sonoma Creek,38.3230561,-122.494784,Lidar_Elev_NAVD88,40.0,55.0,,,,,,,,,,,,,,,40.0,55,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,131.52,,55.5,POINT (6419716.167926504 1879857.248932552)
297,Son0351,11458500,Sonoma Creek,38.32324705,-122.4944258,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6419819.310702582 1879926.2296292596)
94,Son0102,SV-L11-04,Sonoma Creek,38.32416527,-122.4838118,Survey_ElevNGVD29,124.0,,,,,,,,,,,,,,,,124.0,.,Shallow (0-200ft),,180.0,,141,POINT (6422866.142287964 1880244.2475219318)
92,Son0100,SV-L11-02,Sonoma Creek,38.3256,-122.4856,Survey_ElevNAD88,20.0,200.0,,,,,,,,,,,,,,,20.0,200,Shallow (0-200ft),,239.1,,200,POINT (6422355.92545538 1880769.477462581)
96,Son0104,SV-L11-06,Sonoma Creek,38.32583721,-122.4855345,Survey_ElevNGVD29,156.0,363.0,,,,,,,,,,,,,,,156.0,363,Medium (200-500ft),,260.0,,363,POINT (6422375.177918467 1880855.7635792128)
93,Son0101,SV-L11-03,Sonoma Creek,38.31939992,-122.4802997,Survey_ElevNAD88,30.0,138.0,,,,,,,,,,,,,,,30.0,138,Shallow (0-200ft),,184.3,,138,POINT (6423864.539370433 1878503.4748049947)
457,Son0520,4910013-004,Sonoma Creek,38.320329,-122.478006,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6424524.3953415165 1878838.3576177831)
95,Son0103,SV-L11-05,Sonoma Creek,38.3203479,-122.478014,Survey_ElevNGVD29,140.0,214.0,,,,,,,,,,,,,,,140.0,214,Medium (200-500ft),,230.0,,214,POINT (6424522.1363492785 1878845.2526329898)
204,Son0244,381913122284001,Sonoma Creek,38.32034924744895,-122.4780144354512,,,,,,,,,,,,,,,,,,,,,placeholder,230.0,,214,POINT (6424522.014000002 1878845.7440000076)
458,Son0521,4910013-005,Sonoma Creek,38.324257,-122.482721,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6423179.255521892 1880275.9906189037)
54,UPE07-0012_3,UPE07-0012_3,PRMD,38.32565204,-122.474824,,,,,,,,,,,,,,,,,,,,,,363.33,,,POINT (6425447.451002757 1880772.1059630339)
53,UPE07-0012_2,UPE07-0012_2,PRMD,38.32565204,-122.474824,,,,,,,,,,,,,,,,,,,,,,363.33,,,POINT (6425447.451002757 1880772.1059630339)
52,UPE07-0012_1,UPE07-0012_1,PRMD,38.32565204,-122.474824,,,,,,,,,,,,,,,,,,890.0,379.0,Other,,363.33,,890.0,POINT (6425447.451002757 1880772.1059630339)
108,Son0123,SV-M11-02,Sonoma Creek,38.32624192,-122.4692415,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Deep(>500ft),,847.289978,,.,POINT (6427050.071902553 1880978.6148035377)
107,Son0122,SV-M11-01,Sonoma Creek,38.32624192,-122.4692415,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Deep(>500ft),,847.289978,,.,POINT (6427050.071902553 1880978.6148035377)
38,UPE06-0006_1,UPE06-0006_1,PRMD,38.3350965,-122.4741492,,,,,,,,,,,,,,,,,,,,Other,,0.0,,,POINT (6425658.992390134 1884210.5530347452)
151,UPE17-0010_1,UPE17-0010_1,PRMD,38.3350965,-122.4741492,,,,,,,,,,,,,,,,,,,,Other,,761.04,,,POINT (6425658.992390134 1884210.5530347452)
455,Son0518,4910013-001,Sonoma Creek,38.325899,-122.485547,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6422371.712213946 1880878.2852249637)
198,Son0237,381933122290801,Sonoma Creek,38.325957626157,-122.4855838703853,,,,,,,,,,,,,,,,,,,,,placeholder,260.0,,363,POINT (6422361.248999999 1880899.6919999975)
91,Son0099,SV-L11-01,Sonoma Creek,38.33110499,-122.4868915,Survey_ElevNAD88,57.0,102.0,,,,,,,,,,,,,,,57.0,102,Shallow (0-200ft),,236.2,,57,POINT (6421996.165829069 1882776.249055535)
196,Son0235,381952122291201,Sonoma Creek,38.33113889,-122.4868889,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),,263.0,,102,POINT (6421996.977839366 1882788.590660395)
339,Son0401,006N006W26E001M,Sonoma Creek,38.3384,-122.4997,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6418336.556000952 1885452.8504529458)
471,Son0537,4901405-001,Sonoma Creek,38.34569,-122.494055,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6419970.146912187 1888098.8511824966)
84,PLP11-0017_1,PLP11-0017_1,PRMD,38.34654605,-122.4929593,,,,,,,,,,,,,,,,,,,,Other,,277.97,,,POINT (6420286.085532687 1888408.8992129376)
85,PLP11-0017_2,PLP11-0017_2,PRMD,38.34654605,-122.4929593,,,,,,,,,,,,,,,,,,500.0,200.0,Medium (200-500ft),,277.97,,500.0,POINT (6420286.085532687 1888408.8992129376)
187,Son0223,382047122300701,Sonoma Creek,38.34664444,-122.5020083,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,195.0,,350,POINT (6417691.062917522 1888458.9309417768)
188,Son0224,382056122300501,Sonoma Creek,38.3489083,-122.5015083,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),,210.0,,165,POINT (6417839.013102783 1889282.5829420316)
396,Son0459,4900967-001,Sonoma Creek,38.337188,-122.537446,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6407507.306160295 1885073.2785055449)
352,Son0415,SV-J10-02,Sonoma Creek,38.339817,-122.50773,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6416036.203590868 1885981.6603730777)
481,Son0552,SV-J10-02_Madrone,Sonoma Creek,38.3398268,-122.5083681,Lidar_Elev_NAVD88,35.0,45.0,,,,,,,,,,,,,,,35.0,45,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,173.66,,45.5,POINT (6415853.201637193 1885986.252982092)
418,Son0481,4901198-001,Sonoma Creek,38.34147,-122.541469,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6406362.671832892 1886639.5311429831)
58,Son0061,SV-J10-01,Sonoma Creek,38.34353045,-122.5138293,Survey_ElevNGVD29,20.0,35.0,,,,,,,,,,,,,,,20.0,35,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,195.67,,36,POINT (6414294.43302059 1887343.8476756485)
184,Son0220,382045122302901,Sonoma Creek,38.34591667,-122.5079833,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,190.0,,680,POINT (6415975.9747057315 1888203.4214481877)
341,Son0403,383492N1225063W001,Sonoma Creek,38.3492,-122.5063,GIS_Elev,159.0,175.0,,,,,,,,,,,,,,,159.0,175,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,204.295367673,,175,POINT (6416465.4083601115 1889396.4366337769)
462,Son0525,4910202-008,Sonoma Creek,38.353344,-122.515617,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6413801.993642295 1890920.612119343)
464,Son0527,4910305-001,Sonoma Creek,38.354611,-122.536944,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6407688.80405659 1891417.4569564923)
421,Son0484,4901204-003,Sonoma Creek,38.357667,-122.538861,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6407145.680813301 1892533.6319402393)
419,Son0482,4901204-001,Sonoma Creek,38.360027,-122.541741,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6406324.963308041 1893397.9975472619)
422,Son0485,4901204-004,Sonoma Creek,38.361662,-122.540362,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6406723.922269975 1893991.0686831442)
484,Son0555,SONOMA_CR_AT_ARNOLD_DR,Sonoma Creek,38.362584,-122.525253,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6411058.147684184 1894301.4267567028)
351,Son0414,SV-J08-06,Sonoma Creek,38.362705,-122.52465,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6411231.301458763 1894344.4927695303)
480,Son0551,SV-J08-06_Arnold,Sonoma Creek,38.36273,-122.52465,Lidar_Elev_NAVD88,37.0,52.0,,,,,,,,,,,,,,,37.0,52,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,234.91,,52.5,POINT (6411231.354046477 1894353.5971569833)
426,Son0489,4901231-001,Sonoma Creek,38.368056,-122.514167,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6414248.137596047 1896276.0090361568)
386,Son0449,4900921-001,Sonoma Creek,38.36875,-122.514194,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6414241.82718903 1896528.7907517003)
