SVIGFM_DIS_Project_node,SVIGFM_DIS_Project_row,SVIGFM_DIS_Project_column_,POINT_X,POINT_Y
35.000000000000000,1.000000000000000,35.000000000000000,6398932.880816902033985,1924642.327512787422165
36.000000000000000,1.000000000000000,36.000000000000000,6399393.133243628777564,1924837.693077031988651
37.000000000000000,1.000000000000000,37.000000000000000,6399853.385670354589820,1925033.058641276322305
38.000000000000000,1.000000000000000,38.000000000000000,6400313.638097081333399,1925228.424205521121621
39.000000000000000,1.000000000000000,39.000000000000000,6400773.890523807145655,1925423.789769765920937
40.000000000000000,1.000000000000000,40.000000000000000,6401234.142950533889234,1925619.155334010487422
41.000000000000000,1.000000000000000,41.000000000000000,6401694.395377259701490,1925814.520898255053908
42.000000000000000,1.000000000000000,42.000000000000000,6402154.647803985513747,1926009.886462499853224
43.000000000000000,1.000000000000000,43.000000000000000,6402614.900230712257326,1926205.252026744419709
44.000000000000000,1.000000000000000,44.000000000000000,6403075.152657438069582,1926400.617590988986194
45.000000000000000,1.000000000000000,45.000000000000000,6403535.405084164813161,1926595.983155233785510
46.000000000000000,1.000000000000000,46.000000000000000,6403995.657510890625417,1926791.348719478351995
47.000000000000000,1.000000000000000,47.000000000000000,6404455.909937617368996,1926986.714283722918481
48.000000000000000,1.000000000000000,48.000000000000000,6404916.162364343181252,1927182.079847967717797
49.000000000000000,1.000000000000000,49.000000000000000,6405376.414791068993509,1927377.445412212284282
50.000000000000000,1.000000000000000,50.000000000000000,6405836.667217795737088,1927572.810976456850767
51.000000000000000,1.000000000000000,51.000000000000000,6406296.919644521549344,1927768.176540701417252
52.000000000000000,1.000000000000000,52.000000000000000,6406757.172071248292923,1927963.542104946216568
53.000000000000000,1.000000000000000,53.000000000000000,6407217.424497974105179,1928158.907669190783054
54.000000000000000,1.000000000000000,54.000000000000000,6407677.676924700848758,1928354.273233435349539
55.000000000000000,1.000000000000000,55.000000000000000,6408137.929351426661015,1928549.638797680148855
56.000000000000000,1.000000000000000,56.000000000000000,6408598.181778153404593,1928745.004361924715340
57.000000000000000,1.000000000000000,57.000000000000000,6409058.434204879216850,1928940.369926169281825
58.000000000000000,1.000000000000000,58.000000000000000,6409518.686631605029106,1929135.735490414081141
59.000000000000000,1.000000000000000,59.000000000000000,6409978.939058331772685,1929331.101054658647627
60.000000000000000,1.000000000000000,60.000000000000000,6410439.191485057584941,1929526.466618903214112
61.000000000000000,1.000000000000000,61.000000000000000,6410899.443911784328520,1929721.832183147780597
62.000000000000000,1.000000000000000,62.000000000000000,6411359.696338510140777,1929917.197747392579913
63.000000000000000,1.000000000000000,63.000000000000000,6411819.948765236884356,1930112.563311637146398
64.000000000000000,1.000000000000000,64.000000000000000,6412280.201191962696612,1930307.928875881712884
65.000000000000000,1.000000000000000,65.000000000000000,6412740.453618689440191,1930503.294440126512200
66.000000000000000,1.000000000000000,66.000000000000000,6413200.706045415252447,1930698.660004371078685
67.000000000000000,1.000000000000000,67.000000000000000,6413660.958472141064703,1930894.025568615645170
68.000000000000000,1.000000000000000,68.000000000000000,6414121.210898866876960,1931089.391132860444486
69.000000000000000,1.000000000000000,69.000000000000000,6414581.463325593620539,1931284.756697105010971
70.000000000000000,1.000000000000000,70.000000000000000,6415041.715752320364118,1931480.122261349577457
71.000000000000000,1.000000000000000,71.000000000000000,6415501.968179046176374,1931675.487825594143942
72.000000000000000,1.000000000000000,72.000000000000000,6415962.220605771988630,1931870.853389838943258
73.000000000000000,1.000000000000000,73.000000000000000,6416422.473032498732209,1932066.218954083509743
74.000000000000000,1.000000000000000,74.000000000000000,6416882.725459224544466,1932261.584518328076228
75.000000000000000,1.000000000000000,75.000000000000000,6417342.977885950356722,1932456.950082572875544
76.000000000000000,1.000000000000000,76.000000000000000,6417803.230312677100301,1932652.315646817442030
77.000000000000000,1.000000000000000,77.000000000000000,6418263.482739403843880,1932847.681211061775684
78.000000000000000,1.000000000000000,78.000000000000000,6418723.735166129656136,1933043.046775306807831
79.000000000000000,1.000000000000000,79.000000000000000,6419183.987592856399715,1933238.412339551374316
80.000000000000000,1.000000000000000,80.000000000000000,6419644.240019582211971,1933433.777903795940802
81.000000000000000,1.000000000000000,81.000000000000000,6420104.492446308024228,1933629.143468040507287
82.000000000000000,1.000000000000000,82.000000000000000,6420564.744873033836484,1933824.509032285306603
83.000000000000000,1.000000000000000,83.000000000000000,6421024.997299760580063,1934019.874596529873088
84.000000000000000,1.000000000000000,84.000000000000000,6421485.249726487323642,1934215.240160774439573
85.000000000000000,1.000000000000000,85.000000000000000,6421945.502153213135898,1934410.605725019238889
86.000000000000000,2.000000000000000,1.000000000000000,6383479.663872455246747,1917539.645901743322611
87.000000000000000,2.000000000000000,2.000000000000000,6383939.916299181059003,1917735.011465988121927
88.000000000000000,2.000000000000000,3.000000000000000,6384400.168725907802582,1917930.377030232688412
89.000000000000000,2.000000000000000,4.000000000000000,6384860.421152634546161,1918125.742594477022067
90.000000000000000,2.000000000000000,5.000000000000000,6385320.673579360358417,1918321.108158722054213
91.000000000000000,2.000000000000000,6.000000000000000,6385780.926006087101996,1918516.473722966620699
92.000000000000000,2.000000000000000,7.000000000000000,6386241.178432812914252,1918711.839287211187184
93.000000000000000,2.000000000000000,8.000000000000000,6386701.430859539657831,1918907.204851455753669
94.000000000000000,2.000000000000000,9.000000000000000,6387161.683286265470088,1919102.570415700552985
95.000000000000000,2.000000000000000,10.000000000000000,6387621.935712991282344,1919297.935979945119470
96.000000000000000,2.000000000000000,11.000000000000000,6388082.188139718025923,1919493.301544189685956
97.000000000000000,2.000000000000000,12.000000000000000,6388542.440566443838179,1919688.667108434485272
98.000000000000000,2.000000000000000,13.000000000000000,6389002.692993169650435,1919884.032672679051757
99.000000000000000,2.000000000000000,14.000000000000000,6389462.945419896394014,1920079.398236923618242
100.000000000000000,2.000000000000000,15.000000000000000,6389923.197846623137593,1920274.763801168417558
101.000000000000000,2.000000000000000,16.000000000000000,6390383.450273348949850,1920470.129365412984043
102.000000000000000,2.000000000000000,17.000000000000000,6390843.702700074762106,1920665.494929657550529
103.000000000000000,2.000000000000000,18.000000000000000,6391303.955126801505685,1920860.860493902349845
104.000000000000000,2.000000000000000,19.000000000000000,6391764.207553527317941,1921056.226058146916330
105.000000000000000,2.000000000000000,20.000000000000000,6392224.459980254061520,1921251.591622391482815
106.000000000000000,2.000000000000000,21.000000000000000,6392684.712406979873776,1921446.957186636049300
107.000000000000000,2.000000000000000,22.000000000000000,6393144.964833706617355,1921642.322750880848616
108.000000000000000,2.000000000000000,23.000000000000000,6393605.217260432429612,1921837.688315125415102
109.000000000000000,2.000000000000000,24.000000000000000,6394065.469687159173191,1922033.053879369981587
110.000000000000000,2.000000000000000,25.000000000000000,6394525.722113884985447,1922228.419443614780903
111.000000000000000,2.000000000000000,26.000000000000000,6394985.974540609866381,1922423.785007859347388
112.000000000000000,2.000000000000000,27.000000000000000,6395446.226967337541282,1922619.150572103913873
113.000000000000000,2.000000000000000,28.000000000000000,6395906.479394063353539,1922814.516136348480359
114.000000000000000,2.000000000000000,29.000000000000000,6396366.731820790097117,1923009.881700593279675
115.000000000000000,2.000000000000000,30.000000000000000,6396826.984247515909374,1923205.247264837846160
116.000000000000000,2.000000000000000,31.000000000000000,6397287.236674242652953,1923400.612829082412645
117.000000000000000,2.000000000000000,32.000000000000000,6397747.489100968465209,1923595.978393327211961
118.000000000000000,2.000000000000000,33.000000000000000,6398207.741527694277465,1923791.343957571778446
119.000000000000000,2.000000000000000,34.000000000000000,6398667.993954421021044,1923986.709521816344932
120.000000000000000,2.000000000000000,35.000000000000000,6399128.246381146833301,1924182.075086061144248
121.000000000000000,2.000000000000000,36.000000000000000,6399588.498807873576880,1924377.440650305710733
122.000000000000000,2.000000000000000,37.000000000000000,6400048.751234599389136,1924572.806214550277218
123.000000000000000,2.000000000000000,38.000000000000000,6400509.003661326132715,1924768.171778794843704
124.000000000000000,2.000000000000000,39.000000000000000,6400969.256088051944971,1924963.537343039643019
125.000000000000000,2.000000000000000,40.000000000000000,6401429.508514778688550,1925158.902907284209505
126.000000000000000,2.000000000000000,41.000000000000000,6401889.760941504500806,1925354.268471528775990
127.000000000000000,2.000000000000000,42.000000000000000,6402350.013368230313063,1925549.634035773575306
128.000000000000000,2.000000000000000,43.000000000000000,6402810.265794957056642,1925744.999600018141791
129.000000000000000,2.000000000000000,44.000000000000000,6403270.518221682868898,1925940.365164262708277
130.000000000000000,2.000000000000000,45.000000000000000,6403730.770648408681154,1926135.730728507507592
131.000000000000000,2.000000000000000,46.000000000000000,6404191.023075135424733,1926331.096292752074078
132.000000000000000,2.000000000000000,47.000000000000000,6404651.275501862168312,1926526.461856996640563
133.000000000000000,2.000000000000000,48.000000000000000,6405111.527928587980568,1926721.827421241439879
134.000000000000000,2.000000000000000,49.000000000000000,6405571.780355313792825,1926917.192985486006364
135.000000000000000,2.000000000000000,50.000000000000000,6406032.032782040536404,1927112.558549730572850
136.000000000000000,2.000000000000000,51.000000000000000,6406492.285208766348660,1927307.924113975139335
137.000000000000000,2.000000000000000,52.000000000000000,6406952.537635492160916,1927503.289678219938651
138.000000000000000,2.000000000000000,53.000000000000000,6407412.790062218904495,1927698.655242464505136
139.000000000000000,2.000000000000000,54.000000000000000,6407873.042488945648074,1927894.020806709071621
140.000000000000000,2.000000000000000,55.000000000000000,6408333.294915671460330,1928089.386370953870937
141.000000000000000,2.000000000000000,56.000000000000000,6408793.547342398203909,1928284.751935198437423
142.000000000000000,2.000000000000000,57.000000000000000,6409253.799769124016166,1928480.117499443003908
143.000000000000000,2.000000000000000,58.000000000000000,6409714.052195849828422,1928675.483063687803224
144.000000000000000,2.000000000000000,59.000000000000000,6410174.304622576572001,1928870.848627932369709
145.000000000000000,2.000000000000000,60.000000000000000,6410634.557049303315580,1929066.214192176936194
146.000000000000000,2.000000000000000,61.000000000000000,6411094.809476029127836,1929261.579756421502680
147.000000000000000,2.000000000000000,62.000000000000000,6411555.061902754940093,1929456.945320666301996
148.000000000000000,2.000000000000000,63.000000000000000,6412015.314329481683671,1929652.310884910868481
149.000000000000000,2.000000000000000,64.000000000000000,6412475.566756207495928,1929847.676449155434966
150.000000000000000,2.000000000000000,65.000000000000000,6412935.819182933308184,1930043.042013400234282
151.000000000000000,2.000000000000000,66.000000000000000,6413396.071609660051763,1930238.407577644800767
152.000000000000000,2.000000000000000,67.000000000000000,6413856.324036385864019,1930433.773141889367253
153.000000000000000,2.000000000000000,68.000000000000000,6414316.576463112607598,1930629.138706134166569
154.000000000000000,2.000000000000000,69.000000000000000,6414776.828889838419855,1930824.504270378733054
155.000000000000000,2.000000000000000,70.000000000000000,6415237.081316565163434,1931019.869834623299539
156.000000000000000,2.000000000000000,71.000000000000000,6415697.333743290975690,1931215.235398867866024
157.000000000000000,2.000000000000000,72.000000000000000,6416157.586170017719269,1931410.600963112665340
158.000000000000000,2.000000000000000,73.000000000000000,6416617.838596743531525,1931605.966527357464656
159.000000000000000,2.000000000000000,74.000000000000000,6417078.091023469343781,1931801.332091601798311
160.000000000000000,2.000000000000000,75.000000000000000,6417538.343450196087360,1931996.697655846597627
161.000000000000000,2.000000000000000,76.000000000000000,6417998.595876921899617,1932192.063220091164112
162.000000000000000,2.000000000000000,77.000000000000000,6418458.848303648643196,1932387.428784335497767
163.000000000000000,2.000000000000000,78.000000000000000,6418919.100730374455452,1932582.794348580529913
164.000000000000000,2.000000000000000,79.000000000000000,6419379.353157101199031,1932778.159912825096399
165.000000000000000,2.000000000000000,80.000000000000000,6419839.605583827011287,1932973.525477069662884
166.000000000000000,2.000000000000000,81.000000000000000,6420299.858010552823544,1933168.891041314229369
167.000000000000000,2.000000000000000,82.000000000000000,6420760.110437279567122,1933364.256605559028685
168.000000000000000,2.000000000000000,83.000000000000000,6421220.362864005379379,1933559.622169803595170
169.000000000000000,2.000000000000000,84.000000000000000,6421680.615290732122958,1933754.987734048161656
170.000000000000000,2.000000000000000,85.000000000000000,6422140.867717457935214,1933950.353298292960972
171.000000000000000,3.000000000000000,1.000000000000000,6383675.029436700046062,1917079.393475017277524
172.000000000000000,3.000000000000000,2.000000000000000,6384135.281863425858319,1917274.759039262076840
173.000000000000000,3.000000000000000,3.000000000000000,6384595.534290151670575,1917470.124603506643325
174.000000000000000,3.000000000000000,4.000000000000000,6385055.786716878414154,1917665.490167751209810
175.000000000000000,3.000000000000000,5.000000000000000,6385516.039143605157733,1917860.855731996009126
176.000000000000000,3.000000000000000,6.000000000000000,6385976.291570330969989,1918056.221296240575612
177.000000000000000,3.000000000000000,7.000000000000000,6386436.543997056782246,1918251.586860485142097
178.000000000000000,3.000000000000000,8.000000000000000,6386896.796423783525825,1918446.952424729708582
179.000000000000000,3.000000000000000,9.000000000000000,6387357.048850510269403,1918642.317988974507898
180.000000000000000,3.000000000000000,10.000000000000000,6387817.301277235150337,1918837.683553219074383
181.000000000000000,3.000000000000000,11.000000000000000,6388277.553703961893916,1919033.049117463640869
182.000000000000000,3.000000000000000,12.000000000000000,6388737.806130688637495,1919228.414681708440185
183.000000000000000,3.000000000000000,13.000000000000000,6389198.058557414449751,1919423.780245953006670
184.000000000000000,3.000000000000000,14.000000000000000,6389658.310984140262008,1919619.145810197573155
185.000000000000000,3.000000000000000,15.000000000000000,6390118.563410867005587,1919814.511374442372471
186.000000000000000,3.000000000000000,16.000000000000000,6390578.815837593749166,1920009.876938686938956
187.000000000000000,3.000000000000000,17.000000000000000,6391039.068264318630099,1920205.242502931505442
188.000000000000000,3.000000000000000,18.000000000000000,6391499.320691045373678,1920400.608067176071927
189.000000000000000,3.000000000000000,19.000000000000000,6391959.573117772117257,1920595.973631420871243
190.000000000000000,3.000000000000000,20.000000000000000,6392419.825544497929513,1920791.339195665437728
191.000000000000000,3.000000000000000,21.000000000000000,6392880.077971223741770,1920986.704759910004213
192.000000000000000,3.000000000000000,22.000000000000000,6393340.330397950485349,1921182.070324154803529
193.000000000000000,3.000000000000000,23.000000000000000,6393800.582824678160250,1921377.435888399370015
194.000000000000000,3.000000000000000,24.000000000000000,6394260.835251403041184,1921572.801452643936500
195.000000000000000,3.000000000000000,25.000000000000000,6394721.087678128853440,1921768.167016888735816
196.000000000000000,3.000000000000000,26.000000000000000,6395181.340104855597019,1921963.532581133302301
197.000000000000000,3.000000000000000,27.000000000000000,6395641.592531581409276,1922158.898145377868786
198.000000000000000,3.000000000000000,28.000000000000000,6396101.844958307221532,1922354.263709622202441
199.000000000000000,3.000000000000000,29.000000000000000,6396562.097385033965111,1922549.629273867234588
200.000000000000000,3.000000000000000,30.000000000000000,6397022.349811760708690,1922744.994838111801073
201.000000000000000,3.000000000000000,31.000000000000000,6397482.602238486520946,1922940.360402356367558
202.000000000000000,3.000000000000000,32.000000000000000,6397942.854665212333202,1923135.725966601166874
203.000000000000000,3.000000000000000,33.000000000000000,6398403.107091940008104,1923331.091530845733359
204.000000000000000,3.000000000000000,34.000000000000000,6398863.359518663957715,1923526.457095090299845
205.000000000000000,3.000000000000000,35.000000000000000,6399323.611945390701294,1923721.822659335099161
206.000000000000000,3.000000000000000,36.000000000000000,6399783.864372117444873,1923917.188223579665646
207.000000000000000,3.000000000000000,37.000000000000000,6400244.116798844188452,1924112.553787824232131
208.000000000000000,3.000000000000000,38.000000000000000,6400704.369225570000708,1924307.919352068798617
209.000000000000000,3.000000000000000,39.000000000000000,6401164.621652295812964,1924503.284916313597932
210.000000000000000,3.000000000000000,40.000000000000000,6401624.874079022556543,1924698.650480558397248
211.000000000000000,3.000000000000000,41.000000000000000,6402085.126505749300122,1924894.016044802730903
212.000000000000000,3.000000000000000,42.000000000000000,6402545.378932474181056,1925089.381609047530219
213.000000000000000,3.000000000000000,43.000000000000000,6403005.631359200924635,1925284.747173292096704
214.000000000000000,3.000000000000000,44.000000000000000,6403465.883785927668214,1925480.112737536663190
215.000000000000000,3.000000000000000,45.000000000000000,6403926.136212653480470,1925675.478301781462505
216.000000000000000,3.000000000000000,46.000000000000000,6404386.388639379292727,1925870.843866026028991
217.000000000000000,3.000000000000000,47.000000000000000,6404846.641066106036305,1926066.209430270595476
218.000000000000000,3.000000000000000,48.000000000000000,6405306.893492832779884,1926261.574994515394792
219.000000000000000,3.000000000000000,49.000000000000000,6405767.145919557660818,1926456.940558759961277
220.000000000000000,3.000000000000000,50.000000000000000,6406227.398346284404397,1926652.306123004527763
221.000000000000000,3.000000000000000,51.000000000000000,6406687.650773011147976,1926847.671687249094248
222.000000000000000,3.000000000000000,52.000000000000000,6407147.903199736960232,1927043.037251493893564
223.000000000000000,3.000000000000000,53.000000000000000,6407608.155626462772489,1927238.402815738460049
224.000000000000000,3.000000000000000,54.000000000000000,6408068.408053189516068,1927433.768379983026534
225.000000000000000,3.000000000000000,55.000000000000000,6408528.660479916259646,1927629.133944227825850
226.000000000000000,3.000000000000000,56.000000000000000,6408988.912906642071903,1927824.499508472392336
227.000000000000000,3.000000000000000,57.000000000000000,6409449.165333367884159,1928019.865072716958821
228.000000000000000,3.000000000000000,58.000000000000000,6409909.417760094627738,1928215.230636961758137
229.000000000000000,3.000000000000000,59.000000000000000,6410369.670186820439994,1928410.596201206324622
230.000000000000000,3.000000000000000,60.000000000000000,6410829.922613546252251,1928605.961765450891107
231.000000000000000,3.000000000000000,61.000000000000000,6411290.175040272995830,1928801.327329695457593
232.000000000000000,3.000000000000000,62.000000000000000,6411750.427466999739408,1928996.692893940256909
233.000000000000000,3.000000000000000,63.000000000000000,6412210.679893725551665,1929192.058458184823394
234.000000000000000,3.000000000000000,64.000000000000000,6412670.932320451363921,1929387.424022429389879
235.000000000000000,3.000000000000000,65.000000000000000,6413131.184747178107500,1929582.789586674189195
236.000000000000000,3.000000000000000,66.000000000000000,6413591.437173903919756,1929778.155150918755680
237.000000000000000,3.000000000000000,67.000000000000000,6414051.689600629732013,1929973.520715163322166
238.000000000000000,3.000000000000000,68.000000000000000,6414511.942027356475592,1930168.886279408121482
239.000000000000000,3.000000000000000,69.000000000000000,6414972.194454083219171,1930364.251843652687967
240.000000000000000,3.000000000000000,70.000000000000000,6415432.446880809031427,1930559.617407897254452
241.000000000000000,3.000000000000000,71.000000000000000,6415892.699307534843683,1930754.982972141820937
242.000000000000000,3.000000000000000,72.000000000000000,6416352.951734261587262,1930950.348536386620253
243.000000000000000,3.000000000000000,73.000000000000000,6416813.204160988330841,1931145.714100631186739
244.000000000000000,3.000000000000000,74.000000000000000,6417273.456587713211775,1931341.079664875753224
245.000000000000000,3.000000000000000,75.000000000000000,6417733.709014439955354,1931536.445229120552540
246.000000000000000,3.000000000000000,76.000000000000000,6418193.961441166698933,1931731.810793365119025
247.000000000000000,3.000000000000000,77.000000000000000,6418654.213867892511189,1931927.176357609685510
248.000000000000000,3.000000000000000,78.000000000000000,6419114.466294618323445,1932122.541921854484826
249.000000000000000,3.000000000000000,79.000000000000000,6419574.718721345067024,1932317.907486099051312
250.000000000000000,3.000000000000000,80.000000000000000,6420034.971148071810603,1932513.273050343850628
251.000000000000000,3.000000000000000,81.000000000000000,6420495.223574796691537,1932708.638614588184282
252.000000000000000,3.000000000000000,82.000000000000000,6420955.476001523435116,1932904.004178832983598
253.000000000000000,3.000000000000000,83.000000000000000,6421415.728428250178695,1933099.369743077550083
254.000000000000000,3.000000000000000,84.000000000000000,6421875.980854975990951,1933294.735307322116569
255.000000000000000,3.000000000000000,85.000000000000000,6422336.233281701803207,1933490.100871566915885
256.000000000000000,4.000000000000000,1.000000000000000,6383870.395000943914056,1916619.141048290999606
257.000000000000000,4.000000000000000,2.000000000000000,6384330.647427670657635,1916814.506612535798922
258.000000000000000,4.000000000000000,3.000000000000000,6384790.899854396469891,1917009.872176780365407
259.000000000000000,4.000000000000000,4.000000000000000,6385251.152281123213470,1917205.237741024931893
260.000000000000000,4.000000000000000,5.000000000000000,6385711.404707849025726,1917400.603305269731209
261.000000000000000,4.000000000000000,6.000000000000000,6386171.657134575769305,1917595.968869514297694
262.000000000000000,4.000000000000000,7.000000000000000,6386631.909561301581562,1917791.334433758864179
263.000000000000000,4.000000000000000,8.000000000000000,6387092.161988028325140,1917986.699998003430665
264.000000000000000,4.000000000000000,9.000000000000000,6387552.414414754137397,1918182.065562248229980
265.000000000000000,4.000000000000000,10.000000000000000,6388012.666841479949653,1918377.431126492796466
266.000000000000000,4.000000000000000,11.000000000000000,6388472.919268206693232,1918572.796690737362951
267.000000000000000,4.000000000000000,12.000000000000000,6388933.171694932505488,1918768.162254982162267
268.000000000000000,4.000000000000000,13.000000000000000,6389393.424121659249067,1918963.527819226728752
269.000000000000000,4.000000000000000,14.000000000000000,6389853.676548385061324,1919158.893383471295238
270.000000000000000,4.000000000000000,15.000000000000000,6390313.928975110873580,1919354.258947716094553
271.000000000000000,4.000000000000000,16.000000000000000,6390774.181401837617159,1919549.624511960661039
272.000000000000000,4.000000000000000,17.000000000000000,6391234.433828563429415,1919744.990076205227524
273.000000000000000,4.000000000000000,18.000000000000000,6391694.686255290172994,1919940.355640449561179
274.000000000000000,4.000000000000000,19.000000000000000,6392154.938682015985250,1920135.721204694593325
275.000000000000000,4.000000000000000,20.000000000000000,6392615.191108742728829,1920331.086768939159811
276.000000000000000,4.000000000000000,21.000000000000000,6393075.443535468541086,1920526.452333183726296
277.000000000000000,4.000000000000000,22.000000000000000,6393535.695962194353342,1920721.817897428525612
278.000000000000000,4.000000000000000,23.000000000000000,6393995.948388921096921,1920917.183461673092097
279.000000000000000,4.000000000000000,24.000000000000000,6394456.200815647840500,1921112.549025917658582
280.000000000000000,4.000000000000000,25.000000000000000,6394916.453242373652756,1921307.914590162457898
281.000000000000000,4.000000000000000,26.000000000000000,6395376.705669099465013,1921503.280154407024384
282.000000000000000,4.000000000000000,27.000000000000000,6395836.958095826208591,1921698.645718651590869
283.000000000000000,4.000000000000000,28.000000000000000,6396297.210522552020848,1921894.011282896157354
284.000000000000000,4.000000000000000,29.000000000000000,6396757.462949277833104,1922089.376847140956670
285.000000000000000,4.000000000000000,30.000000000000000,6397217.715376004576683,1922284.742411385523155
286.000000000000000,4.000000000000000,31.000000000000000,6397677.967802731320262,1922480.107975630089641
287.000000000000000,4.000000000000000,32.000000000000000,6398138.220229457132518,1922675.473539874888957
288.000000000000000,4.000000000000000,33.000000000000000,6398598.472656182944775,1922870.839104119455442
289.000000000000000,4.000000000000000,34.000000000000000,6399058.725082909688354,1923066.204668364021927
290.000000000000000,4.000000000000000,35.000000000000000,6399518.977509636431932,1923261.570232608821243
291.000000000000000,4.000000000000000,36.000000000000000,6399979.229936362244189,1923456.935796853387728
292.000000000000000,4.000000000000000,37.000000000000000,6400439.482363088056445,1923652.301361097954214
293.000000000000000,4.000000000000000,38.000000000000000,6400899.734789814800024,1923847.666925342520699
294.000000000000000,4.000000000000000,39.000000000000000,6401359.987216540612280,1924043.032489587320015
295.000000000000000,4.000000000000000,40.000000000000000,6401820.239643267355859,1924238.398053831886500
296.000000000000000,4.000000000000000,41.000000000000000,6402280.492069993168116,1924433.763618076452985
297.000000000000000,4.000000000000000,42.000000000000000,6402740.744496718980372,1924629.129182321252301
298.000000000000000,4.000000000000000,43.000000000000000,6403200.996923445723951,1924824.494746565818787
299.000000000000000,4.000000000000000,44.000000000000000,6403661.249350171536207,1925019.860310810385272
300.000000000000000,4.000000000000000,45.000000000000000,6404121.501776898279786,1925215.225875055184588
301.000000000000000,4.000000000000000,46.000000000000000,6404581.754203623160720,1925410.591439299751073
302.000000000000000,4.000000000000000,47.000000000000000,6405042.006630350835621,1925605.957003544317558
303.000000000000000,4.000000000000000,48.000000000000000,6405502.259057076647878,1925801.322567789116874
304.000000000000000,4.000000000000000,49.000000000000000,6405962.511483802460134,1925996.688132033683360
305.000000000000000,4.000000000000000,50.000000000000000,6406422.763910529203713,1926192.053696278249845
306.000000000000000,4.000000000000000,51.000000000000000,6406883.016337255015969,1926387.419260522816330
307.000000000000000,4.000000000000000,52.000000000000000,6407343.268763981759548,1926582.784824767615646
308.000000000000000,4.000000000000000,53.000000000000000,6407803.521190707571805,1926778.150389012414962
309.000000000000000,4.000000000000000,54.000000000000000,6408263.773617434315383,1926973.515953256748617
310.000000000000000,4.000000000000000,55.000000000000000,6408724.026044160127640,1927168.881517501547933
311.000000000000000,4.000000000000000,56.000000000000000,6409184.278470886871219,1927364.247081746114418
312.000000000000000,4.000000000000000,57.000000000000000,6409644.530897612683475,1927559.612645990680903
313.000000000000000,4.000000000000000,58.000000000000000,6410104.783324338495731,1927754.978210235480219
314.000000000000000,4.000000000000000,59.000000000000000,6410565.035751065239310,1927950.343774480046704
315.000000000000000,4.000000000000000,60.000000000000000,6411025.288177791051567,1928145.709338724613190
